IncrementalKey,Timestamp,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmount,FreightAmount,OrderDate,DueDate,ShipDate
2246,2024-08-24T18:56:29.5900000,375,20120102,20120114,20120109,24976,1,19,SO46715,1,1,2181.5625,1320.6838,1320.6838,2181.5625,174.5250,54.5391,2012-01-02T00:00:00.0000000,2012-01-14T00:00:00.0000000,2012-01-09T00:00:00.0000000
466,2024-08-24T18:56:29.5900000,351,20110404,20110416,20110411,11097,1,6,SO44337,1,1,3374.9900,1898.0944,1898.0944,3374.9900,269.9992,84.3748,2011-04-04T00:00:00.0000000,2011-04-16T00:00:00.0000000,2011-04-11T00:00:00.0000000
337,2024-08-24T18:56:29.5900000,313,20110307,20110319,20110314,12211,1,39,SO44168,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-03-07T00:00:00.0000000,2011-03-19T00:00:00.0000000,2011-03-14T00:00:00.0000000
30325,2024-08-24T18:56:29.5900000,585,20130714,20130726,20130721,14308,1,6,SO62155,1,1,742.3500,461.4448,461.4448,742.3500,59.3880,18.5588,2013-07-14T00:00:00.0000000,2013-07-26T00:00:00.0000000,2013-07-21T00:00:00.0000000
91,2024-08-24T18:56:29.5900000,344,20110119,20110131,20110126,29385,1,29,SO43787,1,1,3399.9900,1912.1544,1912.1544,3399.9900,271.9992,84.9998,2011-01-19T00:00:00.0000000,2011-01-31T00:00:00.0000000,2011-01-26T00:00:00.0000000
9056,2024-08-24T18:56:29.5900000,471,20130215,20130227,20130222,19448,1,98,SO52785,4,1,63.5000,23.7490,23.7490,63.5000,5.0800,1.5875,2013-02-15T00:00:00.0000000,2013-02-27T00:00:00.0000000,2013-02-22T00:00:00.0000000
53073,2024-08-24T18:56:29.5900000,473,20131201,20131213,20131208,24056,1,100,SO72124,4,1,63.5000,23.7490,23.7490,63.5000,5.0800,1.5875,2013-12-01T00:00:00.0000000,2013-12-13T00:00:00.0000000,2013-12-08T00:00:00.0000000
5582,2024-08-24T18:56:29.5900000,478,20121231,20130112,20130107,11402,1,100,SO51228,3,1,9.9900,3.7363,3.7363,9.9900,0.7992,0.2498,2012-12-31T00:00:00.0000000,2013-01-12T00:00:00.0000000,2013-01-07T00:00:00.0000000
4806,2024-08-24T18:56:29.5900000,354,20121030,20121111,20121106,15600,1,6,SO50356,1,1,2071.4196,1117.8559,1117.8559,2071.4196,165.7136,51.7855,2012-10-30T00:00:00.0000000,2012-11-11T00:00:00.0000000,2012-11-06T00:00:00.0000000
22838,2024-08-24T18:56:29.5900000,529,20130529,20130610,20130605,19602,1,6,SO58890,3,1,3.9900,1.4923,1.4923,3.9900,0.3192,0.0998,2013-05-29T00:00:00.0000000,2013-06-10T00:00:00.0000000,2013-06-05T00:00:00.0000000
2325,2024-08-24T18:56:29.5900000,373,20120111,20120123,20120118,24977,1,19,SO46794,1,1,2181.5625,1320.6838,1320.6838,2181.5625,174.5250,54.5391,2012-01-11T00:00:00.0000000,2012-01-23T00:00:00.0000000,2012-01-18T00:00:00.0000000
3977,2024-08-24T18:56:29.5900000,387,20120803,20120815,20120810,25034,1,6,SO49213,1,1,1000.4375,605.6492,605.6492,1000.4375,80.0350,25.0109,2012-08-03T00:00:00.0000000,2012-08-15T00:00:00.0000000,2012-08-10T00:00:00.0000000
22566,2024-08-24T18:56:29.5900000,374,20130528,20130609,20130604,27944,1,100,SO58784,1,1,2443.3500,1554.9479,1554.9479,2443.3500,195.4680,61.0838,2013-05-28T00:00:00.0000000,2013-06-09T00:00:00.0000000,2013-06-04T00:00:00.0000000
2387,2024-08-24T18:56:29.5900000,370,20120119,20120131,20120126,12935,1,100,SO46856,1,1,2443.3500,1518.7864,1518.7864,2443.3500,195.4680,61.0838,2012-01-19T00:00:00.0000000,2012-01-31T00:00:00.0000000,2012-01-26T00:00:00.0000000
1578,2024-08-24T18:56:29.5900000,312,20110930,20111012,20111007,20246,1,6,SO45822,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-09-30T00:00:00.0000000,2011-10-12T00:00:00.0000000,2011-10-07T00:00:00.0000000
52635,2024-08-24T18:56:29.5900000,491,20131128,20131210,20131205,28564,1,100,SO71769,2,1,53.9900,41.5723,41.5723,53.9900,4.3192,1.3498,2013-11-28T00:00:00.0000000,2013-12-10T00:00:00.0000000,2013-12-05T00:00:00.0000000
3836,2024-08-24T18:56:29.5900000,325,20120717,20120729,20120724,20835,1,100,SO48940,1,1,782.9900,486.7066,486.7066,782.9900,62.6392,19.5748,2012-07-17T00:00:00.0000000,2012-07-29T00:00:00.0000000,2012-07-24T00:00:00.0000000
30448,2024-08-24T18:56:29.5900000,587,20130715,20130727,20130722,14639,1,100,SO62211,1,1,769.4900,419.7784,419.7784,769.4900,61.5592,19.2373,2013-07-15T00:00:00.0000000,2013-07-27T00:00:00.0000000,2013-07-22T00:00:00.0000000
2770,2024-08-24T18:56:29.5900000,368,20120305,20120317,20120312,21888,1,6,SO47489,1,1,2443.3500,1518.7864,1518.7864,2443.3500,195.4680,61.0838,2012-03-05T00:00:00.0000000,2012-03-17T00:00:00.0000000,2012-03-12T00:00:00.0000000
11531,2024-08-24T18:56:29.5900000,488,20130307,20130319,20130314,11681,1,100,SO53991,1,1,53.9900,41.5723,41.5723,53.9900,4.3192,1.3498,2013-03-07T00:00:00.0000000,2013-03-19T00:00:00.0000000,2013-03-14T00:00:00.0000000
4736,2024-08-24T18:56:29.5900000,371,20121024,20121105,20121031,17768,1,100,SO50152,1,1,2181.5625,1320.6838,1320.6838,2181.5625,174.5250,54.5391,2012-10-24T00:00:00.0000000,2012-11-05T00:00:00.0000000,2012-10-31T00:00:00.0000000
3444,2024-08-24T18:56:29.5900000,381,20120606,20120618,20120613,24917,1,6,SO48483,1,1,1000.4375,605.6492,605.6492,1000.4375,80.0350,25.0109,2012-06-06T00:00:00.0000000,2012-06-18T00:00:00.0000000,2012-06-13T00:00:00.0000000
13087,2024-08-24T18:56:29.5900000,228,20130318,20130330,20130325,18521,1,100,SO54621,2,1,49.9900,38.4923,38.4923,49.9900,3.9992,1.2498,2013-03-18T00:00:00.0000000,2013-03-30T00:00:00.0000000,2013-03-25T00:00:00.0000000
34160,2024-08-24T18:56:29.5900000,376,20130808,20130820,20130815,18188,1,6,SO63870,1,1,2443.3500,1554.9479,1554.9479,2443.3500,195.4680,61.0838,2013-08-08T00:00:00.0000000,2013-08-20T00:00:00.0000000,2013-08-15T00:00:00.0000000
5451,2024-08-24T18:56:29.5900000,581,20121228,20130109,20130104,20662,1,100,SO51183,1,1,1700.9900,1082.5100,1082.5100,1700.9900,136.0792,42.5248,2012-12-28T00:00:00.0000000,2013-01-09T00:00:00.0000000,2013-01-04T00:00:00.0000000
1935,2024-08-24T18:56:29.5900000,350,20111119,20111201,20111126,28491,1,100,SO46264,1,1,3374.9900,1898.0944,1898.0944,3374.9900,269.9992,84.3748,2011-11-19T00:00:00.0000000,2011-12-01T00:00:00.0000000,2011-11-26T00:00:00.0000000
1516,2024-08-24T18:56:29.5900000,311,20110920,20111002,20110927,11290,1,100,SO45723,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-09-20T00:00:00.0000000,2011-10-02T00:00:00.0000000,2011-09-27T00:00:00.0000000
2659,2024-08-24T18:56:29.5900000,352,20120220,20120303,20120227,12674,1,6,SO47267,1,1,2071.4196,1117.8559,1117.8559,2071.4196,165.7136,51.7855,2012-02-20T00:00:00.0000000,2012-03-03T00:00:00.0000000,2012-02-27T00:00:00.0000000
1754,2024-08-24T18:56:29.5900000,342,20111026,20111107,20111102,25918,1,6,SO45998,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-10-26T00:00:00.0000000,2011-11-07T00:00:00.0000000,2011-11-02T00:00:00.0000000
581,2024-08-24T18:56:29.5900000,332,20110426,20110508,20110503,20164,1,98,SO44452,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-04-26T00:00:00.0000000,2011-05-08T00:00:00.0000000,2011-05-03T00:00:00.0000000
3641,2024-08-24T18:56:29.5900000,341,20120624,20120706,20120701,27242,1,19,SO48680,1,1,782.9900,486.7066,486.7066,782.9900,62.6392,19.5748,2012-06-24T00:00:00.0000000,2012-07-06T00:00:00.0000000,2012-07-01T00:00:00.0000000
1200,2024-08-24T18:56:29.5900000,349,20110731,20110812,20110807,11454,1,6,SO45264,1,1,3374.9900,1898.0944,1898.0944,3374.9900,269.9992,84.3748,2011-07-31T00:00:00.0000000,2011-08-12T00:00:00.0000000,2011-08-07T00:00:00.0000000
4782,2024-08-24T18:56:29.5900000,385,20121028,20121109,20121104,25222,1,6,SO50332,1,1,1000.4375,605.6492,605.6492,1000.4375,80.0350,25.0109,2012-10-28T00:00:00.0000000,2012-11-09T00:00:00.0000000,2012-11-04T00:00:00.0000000
48205,2024-08-24T18:56:29.5900000,530,20131103,20131115,20131110,26004,1,100,SO69995,3,1,4.9900,1.8663,1.8663,4.9900,0.3992,0.1248,2013-11-03T00:00:00.0000000,2013-11-15T00:00:00.0000000,2013-11-10T00:00:00.0000000
3199,2024-08-24T18:56:29.5900000,327,20120505,20120517,20120512,26436,1,6,SO48124,1,1,782.9900,486.7066,486.7066,782.9900,62.6392,19.5748,2012-05-05T00:00:00.0000000,2012-05-17T00:00:00.0000000,2012-05-12T00:00:00.0000000
53084,2024-08-24T18:56:29.5900000,604,20131201,20131213,20131208,26560,1,6,SO72128,1,1,539.9900,343.6496,343.6496,539.9900,43.1992,13.4998,2013-12-01T00:00:00.0000000,2013-12-13T00:00:00.0000000,2013-12-08T00:00:00.0000000
5096,2024-08-24T18:56:29.5900000,383,20121127,20121209,20121204,19298,1,100,SO50646,1,1,1000.4375,605.6492,605.6492,1000.4375,80.0350,25.0109,2012-11-27T00:00:00.0000000,2012-12-09T00:00:00.0000000,2012-12-04T00:00:00.0000000
2006,2024-08-24T18:56:29.5900000,314,20111130,20111212,20111207,14990,1,100,SO46403,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-11-30T00:00:00.0000000,2011-12-12T00:00:00.0000000,2011-12-07T00:00:00.0000000
797,2024-08-24T18:56:29.5900000,345,20110602,20110614,20110609,25975,1,100,SO44821,1,1,3399.9900,1912.1544,1912.1544,3399.9900,271.9992,84.9998,2011-06-02T00:00:00.0000000,2011-06-14T00:00:00.0000000,2011-06-09T00:00:00.0000000
1838,2024-08-24T18:56:29.5900000,347,20111105,20111117,20111112,11997,1,6,SO46167,1,1,3399.9900,1912.1544,1912.1544,3399.9900,271.9992,84.9998,2011-11-05T00:00:00.0000000,2011-11-17T00:00:00.0000000,2011-11-12T00:00:00.0000000
358,2024-08-24T18:56:29.5900000,322,20110313,20110325,20110320,20054,1,98,SO44189,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-03-13T00:00:00.0000000,2011-03-25T00:00:00.0000000,2011-03-20T00:00:00.0000000
1026,2024-08-24T18:56:29.5900000,310,20110703,20110715,20110710,29170,1,100,SO45090,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-07-03T00:00:00.0000000,2011-07-15T00:00:00.0000000,2011-07-10T00:00:00.0000000
20478,2024-08-24T18:56:29.5900000,588,20130513,20130525,20130520,14337,2,100,SO57938,1,1,769.4900,419.7784,419.7784,769.4900,61.5592,19.2373,2013-05-13T00:00:00.0000000,2013-05-25T00:00:00.0000000,2013-05-20T00:00:00.0000000
320,2024-08-24T18:56:29.5900000,328,20110303,20110315,20110310,25558,1,6,SO44151,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-03-03T00:00:00.0000000,2011-03-15T00:00:00.0000000,2011-03-10T00:00:00.0000000
388,2024-08-24T18:56:29.5900000,338,20110319,20110331,20110326,14590,1,100,SO44219,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-03-19T00:00:00.0000000,2011-03-31T00:00:00.0000000,2011-03-26T00:00:00.0000000
48016,2024-08-24T18:56:29.5900000,380,20131102,20131114,20131109,22000,1,6,SO69921,1,1,2443.3500,1554.9479,1554.9479,2443.3500,195.4680,61.0838,2013-11-02T00:00:00.0000000,2013-11-14T00:00:00.0000000,2013-11-09T00:00:00.0000000
2273,2024-08-24T18:56:29.5900000,358,20120105,20120117,20120112,20206,1,19,SO46742,1,1,2049.0982,1105.8100,1105.8100,2049.0982,163.9279,51.2275,2012-01-05T00:00:00.0000000,2012-01-17T00:00:00.0000000,2012-01-12T00:00:00.0000000
1445,2024-08-24T18:56:29.5900000,334,20110909,20110921,20110916,25826,1,6,SO45652,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-09-09T00:00:00.0000000,2011-09-21T00:00:00.0000000,2011-09-16T00:00:00.0000000
1465,2024-08-24T18:56:29.5900000,340,20110912,20110924,20110919,19438,1,100,SO45672,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-09-12T00:00:00.0000000,2011-09-24T00:00:00.0000000,2011-09-19T00:00:00.0000000
5436,2024-08-24T18:56:29.5900000,378,20121228,20130109,20130104,22430,1,100,SO51179,1,1,2443.3500,1554.9479,1554.9479,2443.3500,195.4680,61.0838,2012-12-28T00:00:00.0000000,2013-01-09T00:00:00.0000000,2013-01-04T00:00:00.0000000
45065,2024-08-24T18:56:29.5900000,535,20131017,20131029,20131024,26065,1,100,SO68562,1,1,24.9900,9.3463,9.3463,24.9900,1.9992,0.6248,2013-10-17T00:00:00.0000000,2013-10-29T00:00:00.0000000,2013-10-24T00:00:00.0000000
923,2024-08-24T18:56:29.5900000,346,20110618,20110630,20110625,11446,1,6,SO44947,1,1,3399.9900,1912.1544,1912.1544,3399.9900,271.9992,84.9998,2011-06-18T00:00:00.0000000,2011-06-30T00:00:00.0000000,2011-06-25T00:00:00.0000000
24189,2024-08-24T18:56:29.5900000,595,20130606,20130618,20130613,19172,1,98,SO59590,1,1,564.9900,308.2179,308.2179,564.9900,45.1992,14.1248,2013-06-06T00:00:00.0000000,2013-06-18T00:00:00.0000000,2013-06-13T00:00:00.0000000
41852,2024-08-24T18:56:29.5900000,463,20130927,20131009,20131004,12393,1,100,SO67181,1,1,24.4900,9.1593,9.1593,24.4900,1.9592,0.6123,2013-09-27T00:00:00.0000000,2013-10-09T00:00:00.0000000,2013-10-04T00:00:00.0000000
24956,2024-08-24T18:56:29.5900000,580,20130610,20130622,20130617,17271,1,100,SO59898,1,1,1700.9900,1082.5100,1082.5100,1700.9900,136.0792,42.5248,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
475,2024-08-24T18:56:29.5900000,336,20110406,20110418,20110413,14602,1,100,SO44346,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-04-06T00:00:00.0000000,2011-04-18T00:00:00.0000000,2011-04-13T00:00:00.0000000
4149,2024-08-24T18:56:29.5900000,375,20120821,20120902,20120828,17803,1,98,SO49385,1,1,2181.5625,1320.6838,1320.6838,2181.5625,174.5250,54.5391,2012-08-21T00:00:00.0000000,2012-09-02T00:00:00.0000000,2012-08-28T00:00:00.0000000
2127,2024-08-24T18:56:29.5900000,351,20111218,20111230,20111225,26111,1,100,SO46524,1,1,3374.9900,1898.0944,1898.0944,3374.9900,269.9992,84.3748,2011-12-18T00:00:00.0000000,2011-12-30T00:00:00.0000000,2011-12-25T00:00:00.0000000
575,2024-08-24T18:56:29.5900000,313,20110425,20110507,20110502,17914,1,6,SO44446,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-04-25T00:00:00.0000000,2011-05-07T00:00:00.0000000,2011-05-02T00:00:00.0000000
12823,2024-08-24T18:56:29.5900000,585,20130316,20130328,20130323,26329,1,100,SO54518,1,1,742.3500,461.4448,461.4448,742.3500,59.3880,18.5588,2013-03-16T00:00:00.0000000,2013-03-28T00:00:00.0000000,2013-03-23T00:00:00.0000000
295,2024-08-24T18:56:29.5900000,344,20110227,20110311,20110306,25867,1,100,SO44066,1,1,3399.9900,1912.1544,1912.1544,3399.9900,271.9992,84.9998,2011-02-27T00:00:00.0000000,2011-03-11T00:00:00.0000000,2011-03-06T00:00:00.0000000
40739,2024-08-24T18:56:29.5900000,471,20130920,20131002,20130927,19145,1,100,SO66723,2,1,63.5000,23.7490,23.7490,63.5000,5.0800,1.5875,2013-09-20T00:00:00.0000000,2013-10-02T00:00:00.0000000,2013-09-27T00:00:00.0000000
54911,2024-08-24T18:56:29.5900000,473,20131211,20131223,20131218,23882,1,100,SO72834,2,1,63.5000,23.7490,23.7490,63.5000,5.0800,1.5875,2013-12-11T00:00:00.0000000,2013-12-23T00:00:00.0000000,2013-12-18T00:00:00.0000000
5582,2024-08-24T18:56:29.5900000,478,20121231,20130112,20130107,11402,1,100,SO51228,3,1,9.9900,3.7363,3.7363,9.9900,0.7992,0.2498,2012-12-31T00:00:00.0000000,2013-01-12T00:00:00.0000000,2013-01-07T00:00:00.0000000
3873,2024-08-24T18:56:29.5900000,321,20120722,20120803,20120729,20842,1,100,SO48977,1,1,782.9900,486.7066,486.7066,782.9900,62.6392,19.5748,2012-07-22T00:00:00.0000000,2012-08-03T00:00:00.0000000,2012-07-29T00:00:00.0000000
10334,2024-08-24T18:56:29.5900000,529,20130225,20130309,20130304,27787,1,100,SO53322,1,1,3.9900,1.4923,1.4923,3.9900,0.3192,0.0998,2013-02-25T00:00:00.0000000,2013-03-09T00:00:00.0000000,2013-03-04T00:00:00.0000000
4197,2024-08-24T18:56:29.5900000,373,20120826,20120907,20120902,23544,1,6,SO49433,1,1,2181.5625,1320.6838,1320.6838,2181.5625,174.5250,54.5391,2012-08-26T00:00:00.0000000,2012-09-07T00:00:00.0000000,2012-09-02T00:00:00.0000000
3550,2024-08-24T18:56:29.5900000,387,20120616,20120628,20120623,17646,1,100,SO48589,1,1,1000.4375,605.6492,605.6492,1000.4375,80.0350,25.0109,2012-06-16T00:00:00.0000000,2012-06-28T00:00:00.0000000,2012-06-23T00:00:00.0000000
33722,2024-08-24T18:56:29.5900000,374,20130806,20130818,20130813,20149,1,98,SO63695,1,1,2443.3500,1554.9479,1554.9479,2443.3500,195.4680,61.0838,2013-08-06T00:00:00.0000000,2013-08-18T00:00:00.0000000,2013-08-13T00:00:00.0000000
2507,2024-08-24T18:56:29.5900000,370,20120203,20120215,20120210,21393,1,6,SO47115,1,1,2443.3500,1518.7864,1518.7864,2443.3500,195.4680,61.0838,2012-02-03T00:00:00.0000000,2012-02-15T00:00:00.0000000,2012-02-10T00:00:00.0000000
1807,2024-08-24T18:56:29.5900000,312,20111101,20111113,20111108,20426,1,6,SO46136,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-11-01T00:00:00.0000000,2011-11-13T00:00:00.0000000,2011-11-08T00:00:00.0000000
32678,2024-08-24T18:56:29.5900000,491,20130730,20130811,20130806,24503,1,6,SO63104,2,1,53.9900,41.5723,41.5723,53.9900,4.3192,1.3498,2013-07-30T00:00:00.0000000,2013-08-11T00:00:00.0000000,2013-08-06T00:00:00.0000000
3882,2024-08-24T18:56:29.5900000,325,20120722,20120803,20120729,26651,1,6,SO48986,1,1,782.9900,486.7066,486.7066,782.9900,62.6392,19.5748,2012-07-22T00:00:00.0000000,2012-08-03T00:00:00.0000000,2012-07-29T00:00:00.0000000
48172,2024-08-24T18:56:29.5900000,587,20131103,20131115,20131110,15342,1,100,SO69983,1,1,769.4900,419.7784,419.7784,769.4900,61.5592,19.2373,2013-11-03T00:00:00.0000000,2013-11-15T00:00:00.0000000,2013-11-10T00:00:00.0000000
5078,2024-08-24T18:56:29.5900000,368,20121126,20121208,20121203,17902,1,100,SO50628,1,1,2443.3500,1518.7864,1518.7864,2443.3500,195.4680,61.0838,2012-11-26T00:00:00.0000000,2012-12-08T00:00:00.0000000,2012-12-03T00:00:00.0000000
11679,2024-08-24T18:56:29.5900000,488,20130308,20130320,20130315,11686,1,100,SO54050,1,1,53.9900,41.5723,41.5723,53.9900,4.3192,1.3498,2013-03-08T00:00:00.0000000,2013-03-20T00:00:00.0000000,2013-03-15T00:00:00.0000000
2304,2024-08-24T18:56:29.5900000,371,20120109,20120121,20120116,13173,1,100,SO46773,1,1,2181.5625,1320.6838,1320.6838,2181.5625,174.5250,54.5391,2012-01-09T00:00:00.0000000,2012-01-21T00:00:00.0000000,2012-01-16T00:00:00.0000000
3197,2024-08-24T18:56:29.5900000,369,20120505,20120517,20120512,22207,2,6,SO48122,1,1,2443.3500,1518.7864,1518.7864,2443.3500,195.4680,61.0838,2012-05-05T00:00:00.0000000,2012-05-17T00:00:00.0000000,2012-05-12T00:00:00.0000000
21134,2024-08-24T18:56:29.5900000,475,20130518,20130530,20130525,27520,1,6,SO58198,1,1,69.9900,26.1763,26.1763,69.9900,5.5992,1.7498,2013-05-18T00:00:00.0000000,2013-05-30T00:00:00.0000000,2013-05-25T00:00:00.0000000
21534,2024-08-24T18:56:29.5900000,376,20130521,20130602,20130528,24577,1,98,SO58361,1,1,2443.3500,1554.9479,1554.9479,2443.3500,195.4680,61.0838,2013-05-21T00:00:00.0000000,2013-06-02T00:00:00.0000000,2013-05-28T00:00:00.0000000
5604,2024-08-24T18:56:29.5900000,353,20121231,20130112,20130107,11076,2,6,SO51239,1,1,2319.9900,1265.6195,1265.6195,2319.9900,185.5992,57.9998,2012-12-31T00:00:00.0000000,2013-01-12T00:00:00.0000000,2013-01-07T00:00:00.0000000
2079,2024-08-24T18:56:29.5900000,350,20111211,20111223,20111218,26110,1,100,SO46476,1,1,3374.9900,1898.0944,1898.0944,3374.9900,269.9992,84.3748,2011-12-11T00:00:00.0000000,2011-12-23T00:00:00.0000000,2011-12-18T00:00:00.0000000
453,2024-08-24T18:56:29.5900000,311,20110401,20110413,20110408,12267,1,39,SO44324,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-04-01T00:00:00.0000000,2011-04-13T00:00:00.0000000,2011-04-08T00:00:00.0000000
4940,2024-08-24T18:56:29.5900000,352,20121111,20121123,20121118,15226,1,6,SO50490,1,1,2071.4196,1117.8559,1117.8559,2071.4196,165.7136,51.7855,2012-11-11T00:00:00.0000000,2012-11-23T00:00:00.0000000,2012-11-18T00:00:00.0000000
2035,2024-08-24T18:56:29.5900000,342,20111205,20111217,20111212,15016,1,100,SO46432,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-12-05T00:00:00.0000000,2011-12-17T00:00:00.0000000,2011-12-12T00:00:00.0000000
60,2024-08-24T18:56:29.5900000,332,20110112,20110124,20110119,19941,1,98,SO43756,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-01-12T00:00:00.0000000,2011-01-24T00:00:00.0000000,2011-01-19T00:00:00.0000000
4396,2024-08-24T18:56:29.5900000,341,20120916,20120928,20120923,26751,1,6,SO49738,1,1,782.9900,486.7066,486.7066,782.9900,62.6392,19.5748,2012-09-16T00:00:00.0000000,2012-09-28T00:00:00.0000000,2012-09-23T00:00:00.0000000
505,2024-08-24T18:56:29.5900000,349,20110410,20110422,20110417,29399,1,29,SO44376,1,1,3374.9900,1898.0944,1898.0944,3374.9900,269.9992,84.3748,2011-04-10T00:00:00.0000000,2011-04-22T00:00:00.0000000,2011-04-17T00:00:00.0000000
3133,2024-08-24T18:56:29.5900000,385,20120424,20120506,20120501,24900,1,6,SO47925,1,1,1000.4375,605.6492,605.6492,1000.4375,80.0350,25.0109,2012-04-24T00:00:00.0000000,2012-05-06T00:00:00.0000000,2012-05-01T00:00:00.0000000
46193,2024-08-24T18:56:29.5900000,530,20131023,20131104,20131030,23868,1,19,SO69011,2,1,4.9900,1.8663,1.8663,4.9900,0.3992,0.1248,2013-10-23T00:00:00.0000000,2013-11-04T00:00:00.0000000,2013-10-30T00:00:00.0000000
4214,2024-08-24T18:56:29.5900000,339,20120828,20120909,20120904,26752,1,6,SO49556,1,1,782.9900,486.7066,486.7066,782.9900,62.6392,19.5748,2012-08-28T00:00:00.0000000,2012-09-09T00:00:00.0000000,2012-09-04T00:00:00.0000000
24941,2024-08-24T18:56:29.5900000,604,20130610,20130622,20130617,22224,1,100,SO59893,1,1,539.9900,343.6496,343.6496,539.9900,43.1992,13.4998,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
3387,2024-08-24T18:56:29.5900000,383,20120601,20120613,20120608,14253,1,100,SO48426,1,1,1000.4375,605.6492,605.6492,1000.4375,80.0350,25.0109,2012-06-01T00:00:00.0000000,2012-06-13T00:00:00.0000000,2012-06-08T00:00:00.0000000
1564,2024-08-24T18:56:29.5900000,314,20110927,20111009,20111004,11271,1,100,SO45771,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-09-27T00:00:00.0000000,2011-10-09T00:00:00.0000000,2011-10-04T00:00:00.0000000
1543,2024-08-24T18:56:29.5900000,345,20110923,20111005,20110930,26001,1,100,SO45750,1,1,3399.9900,1912.1544,1912.1544,3399.9900,271.9992,84.9998,2011-09-23T00:00:00.0000000,2011-10-05T00:00:00.0000000,2011-09-30T00:00:00.0000000
79,2024-08-24T18:56:29.5900000,347,20110116,20110128,20110123,11027,1,6,SO43775,1,1,3399.9900,1912.1544,1912.1544,3399.9900,271.9992,84.9998,2011-01-16T00:00:00.0000000,2011-01-28T00:00:00.0000000,2011-01-23T00:00:00.0000000
2078,2024-08-24T18:56:29.5900000,322,20111211,20111223,20111218,20575,1,98,SO46475,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-12-11T00:00:00.0000000,2011-12-23T00:00:00.0000000,2011-12-18T00:00:00.0000000
1483,2024-08-24T18:56:29.5900000,310,20110914,20110926,20110921,19958,1,6,SO45690,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-09-14T00:00:00.0000000,2011-09-26T00:00:00.0000000,2011-09-21T00:00:00.0000000
43107,2024-08-24T18:56:29.5900000,588,20131005,20131017,20131012,16428,2,98,SO67774,1,1,769.4900,419.7784,419.7784,769.4900,61.5592,19.2373,2013-10-05T00:00:00.0000000,2013-10-17T00:00:00.0000000,2013-10-12T00:00:00.0000000
775,2024-08-24T18:56:29.5900000,328,20110530,20110611,20110606,14634,1,100,SO44736,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-05-30T00:00:00.0000000,2011-06-11T00:00:00.0000000,2011-06-06T00:00:00.0000000
1223,2024-08-24T18:56:29.5900000,330,20110804,20110816,20110811,18011,1,100,SO45366,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-08-04T00:00:00.0000000,2011-08-16T00:00:00.0000000,2011-08-11T00:00:00.0000000
11896,2024-08-24T18:56:29.5900000,380,20130309,20130321,20130316,18708,1,6,SO54139,1,1,2443.3500,1554.9479,1554.9479,2443.3500,195.4680,61.0838,2013-03-09T00:00:00.0000000,2013-03-21T00:00:00.0000000,2013-03-16T00:00:00.0000000
4229,2024-08-24T18:56:29.5900000,358,20120830,20120911,20120906,14345,1,6,SO49571,1,1,2049.0982,1105.8100,1105.8100,2049.0982,163.9279,51.2275,2012-08-30T00:00:00.0000000,2012-09-11T00:00:00.0000000,2012-09-06T00:00:00.0000000
571,2024-08-24T18:56:29.5900000,334,20110422,20110504,20110429,14599,1,100,SO44442,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-04-22T00:00:00.0000000,2011-05-04T00:00:00.0000000,2011-04-29T00:00:00.0000000
